run,gate,destination,terminal,walking_speed,congestion,stay_minutes,gate_change,trip_time,buffer,safe
333,GATE_D1,RESTROOM_T7,7,1.72,1.46,7,True,11.68,35,True
334,GATE_A3,RESTROOM_T8,8,1.43,1.29,11,False,12.92,35,True
335,GATE_C2,RESTROOM_T5,5,1.22,1.33,19,False,22.12,35,True
336,GATE_C2,STARBUCKS_T5,5,1.66,0.93,10,True,13.54,35,True
337,GATE_B2,STARBUCKS_T4,4,1.07,1.48,13,True,20.83,35,True
338,GATE_A2,STARBUCKS_T8,8,1.43,0.81,10,False,14.47,35,True
339,GATE_A2,RESTROOM_T8,8,1.29,1.35,6,False,8.04,35,True
340,GATE_A1,RESTROOM_T8,8,1.51,1.19,14,True,16.92,35,True
341,GATE_C2,DUNKIN_T5,5,1.35,0.83,6,True,11.47,35,True
342,GATE_B3,MC_DONALDS_T4,4,1.63,0.9,16,False,20.66,35,True
343,GATE_A3,STARBUCKS_T8,8,1.16,1.25,5,False,11.44,35,True
344,GATE_A2,STARBUCKS_T8,8,1.36,1.22,11,False,18.07,35,True
345,GATE_A3,STARBUCKS_T8,8,1.59,1.17,19,False,23.39,35,True
346,GATE_B2,MC_DONALDS_T4,4,1.38,0.89,8,False,15.13,35,True
347,GATE_C3,RESTROOM_T5,5,1.47,1.05,10,False,12.39,35,True
348,GATE_B3,STARBUCKS_T4,4,1.21,1.38,15,False,19.82,35,True
349,GATE_D2,RESTROOM_T7,7,1.58,1.46,5,False,7.65,35,True
350,GATE_B2,MC_DONALDS_T4,4,1.54,1.08,8,False,15.72,35,True
351,GATE_B1,MC_DONALDS_T4,4,1.15,1.48,7,False,24.56,35,True
352,GATE_C1,DUNKIN_T5,5,1.59,1.31,11,False,20.75,35,True
353,GATE_C3,STARBUCKS_T5,5,1.52,1.4,6,False,9.75,35,True
354,GATE_D1,SHAKE_SHACK_T7,7,1.39,0.9,5,False,11.8,35,True
355,GATE_D2,RESTROOM_T7,7,1.66,1.33,9,False,11.3,35,True
356,GATE_C1,DUNKIN_T5,5,1.83,1.23,19,False,27.0,35,True
357,GATE_B3,STARBUCKS_T4,4,1.6,1.31,14,False,17.44,35,True
358,GATE_B1,MC_DONALDS_T4,4,0.99,0.96,8,False,21.28,35,True
359,GATE_A2,STARBUCKS_T8,8,1.1,1.28,16,False,25.18,35,True
360,GATE_A1,RESTROOM_T8,8,1.48,0.83,8,False,10.08,35,True
361,GATE_A2,STARBUCKS_T8,8,1.33,1.26,13,False,20.49,35,True
362,GATE_D2,SHAKE_SHACK_T7,7,1.25,1.34,20,False,27.96,35,True
363,GATE_A3,STARBUCKS_T8,8,1.14,1.21,18,False,24.27,35,True
364,GATE_A1,STARBUCKS_T8,8,1.57,1.21,11,False,18.73,35,True
365,GATE_B2,STARBUCKS_T4,4,1.4,1.22,15,False,19.93,35,True
366,GATE_A3,RESTROOM_T8,8,1.28,1.4,14,False,16.32,35,True
367,GATE_D2,SHAKE_SHACK_T7,7,2.1,1.44,13,False,18.11,35,True
368,GATE_A1,STARBUCKS_T8,8,1.26,1.35,9,False,19.77,35,True
369,GATE_D2,SHAKE_SHACK_T7,7,1.29,1.47,19,False,27.47,35,True
370,GATE_A2,RESTROOM_T8,8,1.33,1.21,15,False,16.77,35,True
371,GATE_C1,DUNKIN_T5,5,1.33,1.02,11,False,20.01,35,True
372,GATE_D2,RESTROOM_T7,7,1.56,0.93,17,False,18.71,35,True
373,GATE_D2,SHAKE_SHACK_T7,7,1.39,0.94,8,True,13.01,35,True
374,GATE_A2,STARBUCKS_T8,8,1.16,0.88,14,False,20.02,35,True
375,GATE_B2,STARBUCKS_T4,4,1.77,1.31,19,False,23.19,35,True
376,GATE_D1,SHAKE_SHACK_T7,7,1.65,1.17,17,False,24.46,35,True
377,GATE_B3,MC_DONALDS_T4,4,0.95,0.89,10,False,17.86,35,True
378,GATE_A1,STARBUCKS_T8,8,1.42,1.05,10,False,17.43,35,True
379,GATE_A1,STARBUCKS_T8,8,1.46,1.36,11,False,20.35,35,True
380,GATE_C1,RESTROOM_T5,5,1.26,0.98,6,False,9.77,35,True
381,GATE_A1,RESTROOM_T8,8,1.51,0.94,8,False,10.31,35,True
382,GATE_B1,STARBUCKS_T4,4,1.51,1.47,9,False,16.58,35,True
383,GATE_B2,RESTROOM_T4,4,1.36,1.3,11,True,13.02,35,True
384,GATE_A2,STARBUCKS_T8,8,1.95,1.44,16,False,21.84,35,True
385,GATE_A2,RESTROOM_T8,8,1.47,0.83,13,False,14.1,35,True
386,GATE_D2,SHAKE_SHACK_T7,7,1.32,1.27,11,False,18.16,35,True
387,GATE_C3,DUNKIN_T5,5,1.4,1.45,13,True,19.2,35,True
388,GATE_D1,SHAKE_SHACK_T7,7,1.16,1.24,10,False,21.21,35,True
389,GATE_C1,RESTROOM_T5,5,1.58,0.84,17,False,19.55,35,True
390,GATE_D2,RESTROOM_T7,7,1.46,1.46,17,True,19.87,35,True
391,GATE_D1,SHAKE_SHACK_T7,7,1.56,1.0,8,False,14.73,35,True
392,GATE_A3,STARBUCKS_T8,8,1.55,1.14,11,False,15.36,35,True
393,GATE_D2,RESTROOM_T7,7,1.39,1.27,8,False,10.62,35,True
394,GATE_A1,RESTROOM_T8,8,1.61,1.35,7,False,10.13,35,True
395,GATE_A1,RESTROOM_T8,8,1.46,1.11,19,False,21.83,35,True
396,GATE_A3,STARBUCKS_T8,8,1.92,1.31,15,False,19.03,35,True
397,GATE_C3,RESTROOM_T5,5,1.32,1.42,10,False,13.57,35,True
398,GATE_B2,STARBUCKS_T4,4,1.21,1.08,12,True,17.09,35,True
399,GATE_C1,DUNKIN_T5,5,1.8,0.84,13,False,18.5,35,True
400,GATE_B3,RESTROOM_T4,4,1.55,1.28,17,False,19.32,35,True
401,GATE_B1,RESTROOM_T4,4,1.06,1.22,7,False,11.44,35,True
402,GATE_A2,RESTROOM_T8,8,1.2,0.88,13,False,14.42,35,True
403,GATE_A2,STARBUCKS_T8,8,1.83,1.23,15,False,20.32,35,True
404,GATE_D2,SHAKE_SHACK_T7,7,1.52,1.37,11,False,17.73,35,True
405,GATE_C3,DUNKIN_T5,5,1.63,1.31,18,False,22.83,35,True
406,GATE_D2,RESTROOM_T7,7,1.47,1.25,5,True,7.45,35,True
407,GATE_B1,RESTROOM_T4,4,1.27,0.84,20,False,22.57,35,True
408,GATE_C1,STARBUCKS_T5,5,1.9,1.05,17,False,21.96,35,True
409,GATE_C2,RESTROOM_T5,5,1.73,1.02,12,False,13.68,35,True
410,GATE_D2,SHAKE_SHACK_T7,7,1.76,1.1,7,False,11.64,35,True
411,GATE_A2,RESTROOM_T8,8,1.48,0.88,20,False,21.16,35,True
412,GATE_A3,RESTROOM_T8,8,1.18,0.97,13,False,14.76,35,True
413,GATE_D2,RESTROOM_T7,7,1.77,0.93,6,False,7.51,35,True
414,GATE_C1,DUNKIN_T5,5,1.11,1.46,19,False,34.49,35,True
415,GATE_C1,DUNKIN_T5,5,1.74,1.19,15,False,23.08,35,True
416,GATE_B1,STARBUCKS_T4,4,1.33,1.22,5,False,12.13,35,True
417,GATE_D2,RESTROOM_T7,7,1.31,0.88,13,False,14.92,35,True
418,GATE_B1,STARBUCKS_T4,4,1.24,1.19,8,False,15.44,35,True
419,GATE_C3,RESTROOM_T5,5,1.63,0.86,16,False,17.77,35,True
420,GATE_A3,RESTROOM_T8,8,1.2,1.28,15,False,17.28,35,True
421,GATE_A3,STARBUCKS_T8,8,1.37,1.02,7,False,11.38,35,True
422,GATE_D2,RESTROOM_T7,7,1.23,1.35,9,False,12.14,35,True
423,GATE_C1,DUNKIN_T5,5,1.48,1.01,11,False,19.09,35,True
424,GATE_D1,SHAKE_SHACK_T7,7,1.46,1.0,17,False,24.26,35,True
425,GATE_A1,RESTROOM_T8,8,1.3,1.15,20,False,23.29,35,True
426,GATE_C2,DUNKIN_T5,5,1.48,1.18,15,False,22.06,35,True
427,GATE_B3,RESTROOM_T4,4,1.44,1.23,18,False,20.41,35,True
428,GATE_C3,RESTROOM_T5,5,1.58,1.33,12,False,14.79,35,True
429,GATE_B3,MC_DONALDS_T4,4,1.16,1.4,10,False,20.14,35,True
430,GATE_B2,MC_DONALDS_T4,4,1.55,0.84,19,False,24.96,35,True
431,GATE_B3,RESTROOM_T4,4,0.84,1.13,19,True,22.78,35,True
432,GATE_A1,RESTROOM_T8,8,1.21,0.84,7,False,9.58,35,True
433,GATE_B2,MC_DONALDS_T4,4,1.39,1.0,11,False,18.94,35,True
434,GATE_A3,STARBUCKS_T8,8,1.31,1.15,11,False,16.19,35,True
435,GATE_D2,RESTROOM_T7,7,1.34,1.16,11,False,13.48,35,True
436,GATE_C2,RESTROOM_T5,5,1.03,1.02,7,False,9.83,35,True
437,GATE_A1,RESTROOM_T8,8,0.87,1.31,17,True,22.6,35,True
438,GATE_D1,RESTROOM_T7,7,1.65,0.9,8,False,11.03,35,True
439,GATE_D2,SHAKE_SHACK_T7,7,1.47,1.37,12,False,18.95,35,True
440,GATE_C2,STARBUCKS_T5,5,1.72,1.04,9,False,12.78,35,True
441,GATE_A1,RESTROOM_T8,8,1.52,0.84,16,False,18.07,35,True
442,GATE_D1,RESTROOM_T7,7,1.63,1.47,20,False,24.99,35,True
443,GATE_C2,RESTROOM_T5,5,1.21,1.43,11,True,14.39,35,True
444,GATE_D1,SHAKE_SHACK_T7,7,0.9,1.1,14,False,26.82,35,True
445,GATE_B2,MC_DONALDS_T4,4,1.48,1.19,11,True,19.83,35,True
446,GATE_B1,MC_DONALDS_T4,4,1.56,1.48,6,False,18.89,35,True
447,GATE_D1,SHAKE_SHACK_T7,7,1.1,1.27,15,False,27.26,35,True
448,GATE_B3,RESTROOM_T4,4,1.22,1.12,20,False,22.6,35,True
449,GATE_C3,DUNKIN_T5,5,1.35,1.39,17,False,23.2,35,True
450,GATE_D1,SHAKE_SHACK_T7,7,1.35,0.93,8,False,15.27,35,True
451,GATE_A1,RESTROOM_T8,8,1.28,1.32,5,False,8.86,35,True
452,GATE_A1,RESTROOM_T8,8,1.2,0.91,16,False,18.84,35,True
453,GATE_A3,STARBUCKS_T8,8,1.06,0.93,11,False,16.25,35,True
454,GATE_C2,RESTROOM_T5,5,1.35,1.33,11,False,13.83,35,True
455,GATE_A2,STARBUCKS_T8,8,2.1,1.2,13,False,17.51,35,True
456,GATE_D2,RESTROOM_T7,7,1.58,1.14,9,False,11.07,35,True
457,GATE_D1,SHAKE_SHACK_T7,7,1.62,1.35,5,False,13.77,35,True
458,GATE_C1,STARBUCKS_T5,5,2.01,1.21,7,True,12.4,35,True
459,GATE_C2,RESTROOM_T5,5,1.61,0.95,9,True,10.69,35,True
460,GATE_A2,RESTROOM_T8,8,1.41,1.3,18,False,19.79,35,True
461,GATE_A2,RESTROOM_T8,8,1.03,1.3,14,False,16.46,35,True
462,GATE_B2,MC_DONALDS_T4,4,1.87,0.83,15,False,19.87,35,True
463,GATE_B1,RESTROOM_T4,4,1.27,1.48,19,False,23.54,35,True
464,GATE_C2,DUNKIN_T5,5,1.15,1.17,6,False,15.02,35,True
465,GATE_A1,RESTROOM_T8,8,1.73,1.43,6,False,9.07,35,True
466,GATE_A3,RESTROOM_T8,8,1.56,0.89,17,False,18.22,35,True
467,GATE_D1,RESTROOM_T7,7,1.64,1.42,15,False,19.77,35,True
468,GATE_D2,SHAKE_SHACK_T7,7,1.82,1.0,11,True,15.1,35,True
469,GATE_C3,STARBUCKS_T5,5,1.6,1.33,5,False,8.39,35,True
470,GATE_A3,RESTROOM_T8,8,1.66,1.21,13,False,14.55,35,True
471,GATE_A3,STARBUCKS_T8,8,1.5,1.42,20,True,25.62,35,True
472,GATE_D1,RESTROOM_T7,7,1.2,1.12,13,True,18.16,35,True
473,GATE_B3,RESTROOM_T4,4,1.53,1.33,15,True,17.46,35,True
474,GATE_B1,MC_DONALDS_T4,4,1.55,1.11,8,False,17.68,35,True
475,GATE_B3,RESTROOM_T4,4,1.11,1.28,14,False,17.27,35,True
476,GATE_C2,STARBUCKS_T5,5,1.58,1.39,8,False,13.57,35,True
477,GATE_D2,SHAKE_SHACK_T7,7,1.23,1.17,14,False,21.06,35,True
478,GATE_D2,RESTROOM_T7,7,1.13,1.28,17,False,20.24,35,True
479,GATE_A3,STARBUCKS_T8,8,1.65,0.87,10,False,13.15,35,True
480,GATE_B3,STARBUCKS_T4,4,1.57,0.87,6,False,8.33,35,True
481,GATE_D2,RESTROOM_T7,7,1.34,1.12,14,False,16.4,35,True
482,GATE_D2,RESTROOM_T7,7,1.54,1.15,8,False,10.14,35,True
483,GATE_B3,MC_DONALDS_T4,4,1.15,1.2,18,False,26.8,35,True
484,GATE_D1,RESTROOM_T7,7,1.47,1.19,20,True,24.48,35,True
485,GATE_B2,MC_DONALDS_T4,4,1.37,1.06,17,False,25.49,35,True
486,GATE_C3,RESTROOM_T5,5,1.18,1.45,16,True,20.11,35,True
487,GATE_B1,RESTROOM_T4,4,1.03,0.96,10,False,13.61,35,True
488,GATE_A2,RESTROOM_T8,8,1.73,1.0,11,False,12.13,35,True
489,GATE_B2,RESTROOM_T4,4,1.89,0.86,7,False,7.96,35,True
490,GATE_C2,DUNKIN_T5,5,1.4,1.49,8,False,17.47,35,True
491,GATE_C2,RESTROOM_T5,5,0.89,1.0,12,True,15.19,35,True
492,GATE_B2,RESTROOM_T4,4,1.51,1.08,10,False,11.5,35,True
493,GATE_A3,STARBUCKS_T8,8,1.56,1.09,12,False,16.12,35,True
494,GATE_C3,RESTROOM_T5,5,1.5,0.88,17,False,18.95,35,True
495,GATE_D2,SHAKE_SHACK_T7,7,2.19,1.08,9,False,12.65,35,True
496,GATE_A3,RESTROOM_T8,8,1.57,1.14,18,False,19.56,35,True
497,GATE_B2,MC_DONALDS_T4,4,1.78,1.0,16,False,22.16,35,True
498,GATE_B1,MC_DONALDS_T4,4,1.02,1.31,5,False,22.48,35,True
499,GATE_B2,RESTROOM_T4,4,1.59,1.33,5,False,6.76,35,True
500,GATE_B3,MC_DONALDS_T4,4,1.41,1.11,18,False,24.63,35,True
501,GATE_D2,SHAKE_SHACK_T7,7,1.35,0.97,18,False,23.34,35,True
502,GATE_D2,RESTROOM_T7,7,1.49,1.17,13,False,15.25,35,True
503,GATE_D1,SHAKE_SHACK_T7,7,1.11,1.31,19,False,31.4,35,True
504,GATE_A3,RESTROOM_T8,8,1.55,1.09,7,False,8.51,35,True
505,GATE_A1,STARBUCKS_T8,8,1.64,1.39,10,False,18.51,35,True
506,GATE_B3,MC_DONALDS_T4,4,1.1,1.23,10,False,19.46,35,True
507,GATE_D2,SHAKE_SHACK_T7,7,1.35,0.91,20,True,25.0,35,True
508,GATE_B3,STARBUCKS_T4,4,1.17,1.0,8,False,11.62,35,True
509,GATE_B1,STARBUCKS_T4,4,1.26,1.28,6,False,13.89,35,True
510,GATE_C2,STARBUCKS_T5,5,1.38,1.13,14,False,19.15,35,True
511,GATE_C1,DUNKIN_T5,5,1.74,1.44,15,False,24.81,35,True
512,GATE_B1,RESTROOM_T4,4,1.45,1.13,14,False,17.03,35,True
513,GATE_D1,RESTROOM_T7,7,1.74,1.15,8,True,11.65,35,True
514,GATE_D1,RESTROOM_T7,7,1.19,1.09,19,False,24.07,35,True
515,GATE_B3,RESTROOM_T4,4,1.47,0.9,6,False,7.73,35,True
516,GATE_A2,RESTROOM_T8,8,1.45,1.45,5,True,6.95,35,True
517,GATE_D1,SHAKE_SHACK_T7,7,1.47,1.02,13,False,20.33,35,True
518,GATE_D2,SHAKE_SHACK_T7,7,1.08,0.8,16,False,21.53,35,True
519,GATE_D2,SHAKE_SHACK_T7,7,1.44,1.24,5,False,11.39,35,True
520,GATE_C3,STARBUCKS_T5,5,1.51,0.91,17,False,19.46,35,True
521,GATE_C2,RESTROOM_T5,5,1.76,0.92,7,False,8.5,35,True
522,GATE_B2,STARBUCKS_T4,4,1.31,1.31,17,False,22.68,35,True
523,GATE_D2,RESTROOM_T7,7,1.6,1.24,17,False,19.23,35,True
524,GATE_C3,STARBUCKS_T5,5,1.09,1.46,6,False,11.46,35,True
525,GATE_A2,RESTROOM_T8,8,1.28,1.05,20,False,21.59,35,True
526,GATE_B1,MC_DONALDS_T4,4,1.25,0.82,17,False,25.85,35,True
527,GATE_B2,RESTROOM_T4,4,1.73,1.2,13,False,14.46,35,True
528,GATE_B2,STARBUCKS_T4,4,1.17,1.38,16,False,22.69,35,True
529,GATE_A2,STARBUCKS_T8,8,1.5,0.87,6,False,10.57,35,True
530,GATE_A2,RESTROOM_T8,8,1.32,0.87,6,False,7.27,35,True
531,GATE_D1,RESTROOM_T7,7,1.27,1.38,8,False,13.97,35,True
532,GATE_C1,STARBUCKS_T5,5,1.48,1.18,16,False,23.16,35,True
533,GATE_B1,STARBUCKS_T4,4,1.22,1.13,11,False,18.21,35,True
534,GATE_C3,DUNKIN_T5,5,1.26,1.4,11,False,17.68,35,True
535,GATE_B1,STARBUCKS_T4,4,1.57,1.02,12,False,17.03,35,True
536,GATE_D2,SHAKE_SHACK_T7,7,1.27,1.46,12,False,20.56,35,True
537,GATE_B1,MC_DONALDS_T4,4,1.35,0.95,14,False,23.58,35,True
538,GATE_C2,RESTROOM_T5,5,1.8,1.5,17,False,19.37,35,True
539,GATE_D2,SHAKE_SHACK_T7,7,1.64,1.19,9,False,14.38,35,True
540,GATE_B3,STARBUCKS_T4,4,1.35,1.46,7,False,11.57,35,True
541,GATE_C2,STARBUCKS_T5,5,1.62,1.46,16,False,21.66,35,True
542,GATE_B3,RESTROOM_T4,4,1.45,1.37,12,True,14.68,35,True
543,GATE_D2,SHAKE_SHACK_T7,7,1.37,1.02,18,False,23.56,35,True
544,GATE_D1,RESTROOM_T7,7,1.25,0.88,8,False,11.89,35,True
545,GATE_D2,RESTROOM_T7,7,1.25,1.06,14,False,16.42,35,True
546,GATE_C3,RESTROOM_T5,5,1.33,1.39,19,False,22.49,35,True
547,GATE_A1,RESTROOM_T8,8,1.58,1.1,19,False,21.59,35,True
548,GATE_C3,RESTROOM_T5,5,0.97,0.98,19,True,22.37,35,True
549,GATE_C2,DUNKIN_T5,5,1.52,0.92,5,False,10.42,35,True
550,GATE_B1,MC_DONALDS_T4,4,1.38,0.87,10,False,18.52,35,True
551,GATE_A1,RESTROOM_T8,8,1.38,1.03,18,False,20.8,35,True
552,GATE_D1,SHAKE_SHACK_T7,7,1.0,1.07,10,True,21.34,35,True
553,GATE_D2,RESTROOM_T7,7,1.15,1.25,5,False,8.11,35,True
554,GATE_D1,RESTROOM_T7,7,1.42,0.94,14,False,17.66,35,True
555,GATE_A3,STARBUCKS_T8,8,1.68,0.93,11,False,14.29,35,True
556,GATE_C1,STARBUCKS_T5,5,1.7,1.07,18,False,23.68,35,True
557,GATE_D1,RESTROOM_T7,7,1.28,1.31,20,False,25.64,35,True
558,GATE_D1,RESTROOM_T7,7,1.56,0.93,9,False,12.3,35,True
559,GATE_C3,STARBUCKS_T5,5,1.52,1.19,17,False,20.19,35,True
560,GATE_C2,STARBUCKS_T5,5,1.23,0.81,7,False,11.18,35,True
561,GATE_B3,RESTROOM_T4,4,1.13,1.27,19,False,22.19,35,True
562,GATE_A1,RESTROOM_T8,8,1.26,1.15,7,True,10.39,35,True
563,GATE_D1,SHAKE_SHACK_T7,7,1.6,0.95,15,False,21.3,35,True
564,GATE_A2,STARBUCKS_T8,8,1.63,1.39,14,False,20.74,35,True
565,GATE_D1,SHAKE_SHACK_T7,7,1.11,1.33,7,False,19.66,35,True
566,GATE_A1,RESTROOM_T8,8,1.49,1.3,13,False,16.25,35,True
567,GATE_A2,STARBUCKS_T8,8,1.53,1.03,19,False,24.34,35,True
568,GATE_A1,STARBUCKS_T8,8,1.29,1.1,10,False,18.5,35,True
569,GATE_D1,SHAKE_SHACK_T7,7,1.57,1.01,11,True,17.8,35,True
570,GATE_D1,SHAKE_SHACK_T7,7,1.82,1.36,9,False,16.87,35,True
571,GATE_C2,RESTROOM_T5,5,1.12,1.3,8,False,11.32,35,True
572,GATE_B2,STARBUCKS_T4,4,1.42,0.92,14,False,17.66,35,True
573,GATE_B3,MC_DONALDS_T4,4,1.46,1.47,17,False,25.48,35,True
574,GATE_D1,RESTROOM_T7,7,1.4,1.26,8,False,12.96,35,True
575,GATE_C1,RESTROOM_T5,5,1.0,1.27,9,False,15.12,35,True
576,GATE_D1,RESTROOM_T7,7,1.71,0.97,12,False,15.13,35,True
577,GATE_C1,RESTROOM_T5,5,1.53,0.88,14,False,16.78,35,True
578,GATE_B2,RESTROOM_T4,4,1.39,1.25,8,False,9.91,35,True
579,GATE_C3,RESTROOM_T5,5,0.81,0.97,15,False,19.02,35,True
580,GATE_C2,RESTROOM_T5,5,1.61,1.42,15,False,17.5,35,True
581,GATE_A2,RESTROOM_T8,8,1.02,1.43,19,False,21.72,35,True
582,GATE_B1,RESTROOM_T4,4,1.87,0.87,19,False,20.8,35,True
583,GATE_D2,RESTROOM_T7,7,1.49,1.39,9,False,11.68,35,True
584,GATE_B3,MC_DONALDS_T4,4,1.28,1.29,20,True,28.52,35,True
585,GATE_C3,STARBUCKS_T5,5,1.65,1.18,5,False,7.92,35,True
586,GATE_B2,MC_DONALDS_T4,4,1.22,1.0,5,False,14.06,35,True
587,GATE_B1,STARBUCKS_T4,4,1.53,1.13,14,False,19.77,35,True
588,GATE_D2,SHAKE_SHACK_T7,7,1.33,1.11,7,False,13.21,35,True
589,GATE_C3,STARBUCKS_T5,5,1.05,0.92,7,False,10.56,35,True
590,GATE_B1,RESTROOM_T4,4,1.68,1.16,12,False,14.68,35,True
591,GATE_C1,RESTROOM_T5,5,1.06,1.4,16,False,22.34,35,True
592,GATE_D2,RESTROOM_T7,7,1.41,0.99,14,False,16.01,35,True
593,GATE_B2,STARBUCKS_T4,4,1.41,1.49,8,True,13.99,35,True
594,GATE_D2,SHAKE_SHACK_T7,7,1.37,1.2,15,True,21.53,35,True
595,GATE_A2,STARBUCKS_T8,8,1.88,0.91,19,False,22.81,35,True
596,GATE_B2,STARBUCKS_T4,4,1.13,0.89,13,False,17.49,35,True
